gold_table,gold_column,cat_json_field,cat_submission_file_type,cat_event_codes,data_type,required,max_length,description,verification_status
fact_option_order_events,destination_type,destinationType,OrderEvents,"MOOR,MOMR,MOCR",STRING,Y,4,Section 5.1.3 row 16: Whether destination is exchange / affiliated firm / other,VERIFIED
fact_option_order_events,routed_order_id,routedOrderID,OrderEvents,"MOOR,MOOA,MOOM",STRING,N,64,Section 5.1.3 row 17 / 5.1.4 row 18: ID assigned to the routed order,VERIFIED
fact_option_order_events,session,session,OrderEvents,"MOOR,MOMR",STRING,N,40,Section 5.1.3 row 18: Session ID used when routing the order,VERIFIED
fact_option_order_events,route_rejected_flag,routeRejectedFlag,OrderEvents,"MOOR,MOORS,MOMR,MOMRS,MOCR,MOCRS",BOOLEAN,N,1,Section 5.1.3 row 27: True if the routed order was not accepted by destination,VERIFIED
fact_option_order_events,multi_leg_ind,multiLegInd,OrderEvents,"MOOR,MOCO,MOOT",BOOLEAN,N,1,Section 5.1.3 row 30: Order is related to a multi-leg order,VERIFIED
fact_option_order_events,paired_order_id,pairedOrderID,OrderEvents,"MOOR,MOOA",STRING,N,64,Section 5.1.3 row 34 / 5.1.4 row 30: Paired order identifier,VERIFIED
fact_option_order_events,receiver_imid,receiverIMID,OrderEvents,"MOOA,MOOM",STRING,N,8,Section 5.1.4 row 15 / 5.1.7 row 18: IMID of the IM receiving the order,VERIFIED
fact_option_order_events,sender_type,senderType,OrderEvents,"MOOA,MOOM",STRING,Y,4,Section 5.1.4 row 17 / 5.1.7 row 20: Type of origin from which the order is routed,VERIFIED
fact_option_order_events,originating_imid,originatingIMID,OrderEvents,"MOOR,MOOM,MOOJ,MOOC,MOOCR,MOOE,MOFA",STRING,N,8,Section 5.1.3 row 9: Used in mergers/acquisitions where prior firm orders are still open,VERIFIED
fact_option_order_events,prior_order_key_date,priorOrderKeyDate,OrderEvents,"MOOM,MOOJ,MOOE",DATETIME,N,30,Section 5.1.7 row 9: Prior orderKeyDate when a new orderID is assigned,VERIFIED
fact_option_order_events,prior_order_id,priorOrderID,OrderEvents,"MOOM,MOOJ,MOOE",STRING,N,64,Section 5.1.7 row 10: Prior orderID,VERIFIED
fact_option_order_events,parent_order_key_date,parentOrderKeyDate,OrderEvents,MOCO,DATETIME,Y,30,Section 5.1.6.1 row 9: orderKeyDate of the parent event from which the Child Order was sliced,VERIFIED
fact_option_order_events,parent_order_id,parentOrderID,OrderEvents,MOCO,STRING,Y,64,Section 5.1.6.1 row 10: orderID of the parent event,VERIFIED
fact_option_order_events,initiator,initiator,OrderEvents,"MOOM,MOOJ,MOOC,MOOCR",STRING,Y,4,Section 5.1.7 row 22: Indicates who initiated the order modification/cancellation/adjustment,VERIFIED
fact_option_order_events,leaves_qty,leavesQty,OrderEvents,"MOOM,MOOJ,MOOC",DECIMAL,N,15,Section 5.1.7 row 27 / 5.1.9 row 14: Number of contracts left open after the modification or cancel,VERIFIED
fact_option_order_events,cancel_qty,cancelQty,OrderEvents,"MOOC,MOOCR",DECIMAL,N,15,Section 5.1.9 row 13: Quantity being cancelled,VERIFIED
fact_option_order_events,request_timestamp,requestTimestamp,OrderEvents,"MOOM,MOOC",DATETIME,N,30,Section 5.1.7 row 33 / 5.1.9 row 17: Date/time the modification or cancellation was requested,VERIFIED
fact_option_order_events,trigger_price,triggerPrice,OrderEvents,MOOE,DECIMAL,N,18,Section 5.1.16 row 22: Price at which the order became effective,VERIFIED
fact_option_executions,trade_key_date,tradeKeyDate,OrderEvents,MOOT,DATETIME,Y,30,Section 5.1.11 row 6: Date and time the tradeID was assigned,VERIFIED
fact_option_executions,trade_id,tradeID,OrderEvents,MOOT,STRING,Y,64,Section 5.1.11 row 7: Unique trade ID assigned by the IM,VERIFIED
fact_option_executions,option_id,optionID,OrderEvents,MOOT,STRING,Y,22,Section 5.1.11 row 8: OSI Symbol of the option,VERIFIED
fact_option_executions,cancel_flag,cancelFlag,OrderEvents,"MOOT,MOOF,MOFA",BOOLEAN,N,1,Section 5.1.11 row 12: True if the execution was cancelled,VERIFIED
fact_option_executions,cancel_timestamp,cancelTimestamp,OrderEvents,"MOOT,MOOF,MOFA",DATETIME,N,30,Section 5.1.11 row 13: Time at which the cancellation occurred,VERIFIED
fact_option_executions,capacity,capacity,OrderEvents,MOOT,STRING,Y,12,Section 5.1.11 row 16: Capacity in which the IM acted,VERIFIED
fact_option_executions,tape_trade_id,tapeTradeID,OrderEvents,MOOT,STRING,N,40,Section 5.1.11 row 17: Unique tape identifier,VERIFIED
fact_option_executions,side_details_ind,sideDetailsInd,OrderEvents,MOOT,STRING,Y,4,Section 5.1.11 row 18: Identifies which side the IM is on,VERIFIED
fact_option_executions,market_center_id,marketCenterID,OrderEvents,MOOT,STRING,Y,4,Section 5.1.11 row 21: National securities exchange where the trade occurred,VERIFIED
fact_option_executions,clearing_firm,clearingFirm,OrderEvents,MOOT,STRING,Y,16,Section 5.1.11 row 23: Clearing number of the IM's clearing firm,VERIFIED
fact_option_executions,fill_key_date,fillKeyDate,OrderEvents,"MOOF,MOOFS,MOFA",DATETIME,Y,30,Section 5.1.13.1 row 6: Date and time the fulfillmentID was assigned,VERIFIED
fact_option_executions,fulfillment_id,fulfillmentID,OrderEvents,"MOOF,MOOFS,MOFA",STRING,Y,64,Section 5.1.13.1 row 7: Unique fulfillment ID,VERIFIED
fact_option_executions,fulfillment_link_type,fulfillmentLinkType,OrderEvents,"MOOF,MOFA",STRING,N,4,Section 5.1.13.1 row 14 / 5.1.14 row 15: Combined order linkage type (Appendix C),VERIFIED
fact_option_executions,prior_fill_key_date,priorFillKeyDate,OrderEvents,MOFA,DATETIME,N,30,Section 5.1.14 row 9: Prior fillKeyDate when a new fulfillmentID is assigned,VERIFIED
fact_option_executions,prior_fulfillment_id,priorFulfillmentID,OrderEvents,MOFA,STRING,N,64,Section 5.1.14 row 10: Prior fulfillmentID,VERIFIED
fact_option_allocations,allocation_key_date,allocationKeyDate,Allocations,"MOPA,MOAA",DATETIME,Y,30,Section 5.1.13.1 row 6: Date and time the allocationID was assigned,VERIFIED
fact_option_allocations,allocation_id,allocationID,Allocations,"MOPA,MOAA",STRING,Y,64,Section 5.1.13.1 row 7: Internal allocation ID,VERIFIED
fact_option_allocations,prior_allocation_key_date,priorAllocationKeyDate,Allocations,MOAA,DATETIME,N,30,Section 5.1.13.2 row 8: Prior allocationKeyDate,VERIFIED
fact_option_allocations,prior_allocation_id,priorAllocationID,Allocations,MOAA,STRING,N,64,Section 5.1.13.2 row 9: Prior allocationID,VERIFIED
fact_option_allocations,option_id,optionID,Allocations,"MOPA,MOAA",STRING,Y,22,Section 5.1.13.1 row 8: OSI Symbol of the option,VERIFIED
fact_option_allocations,occ_clearing_member_id,occClearingMemberID,Allocations,"MOPA,MOAA",STRING,N,40,Section 5.1.13.1 row 26: OCC Clearing Member ID,VERIFIED
fact_option_allocations,trade_date,tradeDate,Allocations,"MOPA,MOAA",DATE,N,10,Section 5.1.13.1 row 18: Trade date of the allocated contracts,VERIFIED
fact_option_allocations,settlement_date,settlementDate,Allocations,"MOPA,MOAA",DATE,N,10,Section 5.1.13.1 row 19: Settlement date,VERIFIED
fact_option_allocations,allocation_type,allocationType,Allocations,"MOPA,MOAA",STRING,N,8,Section 5.1.13.1 row 20: Type of allocation,VERIFIED
fact_option_allocations,correspondent_crd,correspondentCRD,Allocations,"MOPA,MOAA",STRING,N,16,Section 5.1.13.1 row 22: CRD of related Introducing Broker,VERIFIED
fact_option_allocations,new_order_fdid,newOrderFDID,Allocations,"MOPA,MOAA",STRING,N,40,Section 5.1.13.1 row 23: FDID of related Option New Order event,VERIFIED
fact_option_allocations,allocation_instruction_time,allocationInstructionTime,Allocations,"MOPA,MOAA",DATETIME,N,30,Section 5.1.13.1 row 24: Date/time the allocation instruction was received,VERIFIED
fact_option_allocations,institution_flag,institutionFlag,Allocations,"MOPA,MOAA",BOOLEAN,N,1,Section 5.1.13.1 row 17: True if the account meets the institutional definition,VERIFIED
fact_option_allocations,account_holder_type,accountHolderType,Allocations,"MOPA,MOAA",STRING,N,2,Section 5.1.13.1 row 27: Beneficial owner type,VERIFIED
fact_cais_fdid,firm_designated_id,firmDesignatedID,CAIS,ALL,STRING,Y,40,CAIS Section 4.1: FDID of the ACCOUNT/RELATIONSHIP/ENTITYID being reported,VERIFIED
fact_cais_customer,customer_record_id,customerRecordID,CAIS,ALL,STRING,Y,40,CAIS Section 4.1: Unique reference to a single Customer Record per submission file,VERIFIED
